league,season,matchday,home_team,away_team,date,home_goals,away_goals
BL1,2023,4,Bochum,Frankfurt,2023-09-16T16:30:00Z,1,1
BL1,2023,4,Heidenheim,Werder Bremen,2023-09-17T13:30:00Z,4,2
BL1,2023,4,SV Darmstadt 98,Gladbach,2023-09-17T15:30:00Z,3,3
BL1,2023,5,Stuttgart,SV Darmstadt 98,2023-09-22T18:30:00Z,3,1
BL1,2023,5,Bayern,Bochum,2023-09-23T13:30:00Z,7,0
BL1,2023,5,Dortmund,Wolfsburg,2023-09-23T13:30:00Z,1,0
BL1,2023,5,Union Berlin,Hoffenheim,2023-09-23T13:30:00Z,0,2
BL1,2023,5,Gladbach,Leipzig,2023-09-23T13:30:00Z,0,1
BL1,2023,5,Augsburg,Mainz,2023-09-23T13:30:00Z,2,1
BL1,2023,5,Werder Bremen,Koln,2023-09-23T16:30:00Z,2,1
BL1,2023,5,Leverkusen,Heidenheim,2023-09-24T13:30:00Z,4,1
BL1,2023,5,Frankfurt,Freiburg,2023-09-24T15:30:00Z,0,0
BL1,2023,6,Hoffenheim,Dortmund,2023-09-29T18:30:00Z,1,3
BL1,2023,6,Wolfsburg,Frankfurt,2023-09-30T13:30:00Z,2,0
BL1,2023,6,Mainz,Leverkusen,2023-09-30T13:30:00Z,0,3
BL1,2023,6,Koln,Stuttgart,2023-09-30T13:30:00Z,0,2
BL1,2023,6,Bochum,Gladbach,2023-09-30T13:30:00Z,1,3
BL1,2023,6,Heidenheim,Union Berlin,2023-09-30T13:30:00Z,1,0
BL1,2023,6,Leipzig,Bayern,2023-09-30T16:30:00Z,2,2
BL1,2023,6,SV Darmstadt 98,Werder Bremen,2023-10-01T13:30:00Z,4,2
BL1,2023,6,Freiburg,Augsburg,2023-10-01T15:30:00Z,2,0
BL1,2023,7,Gladbach,Mainz,2023-10-06T18:30:00Z,2,2
BL1,2023,7,Dortmund,Union Berlin,2023-10-07T13:30:00Z,4,2
BL1,2023,7,Leipzig,Bochum,2023-10-07T13:30:00Z,0,0
BL1,2023,7,Augsburg,SV Darmstadt 98,2023-10-07T13:30:00Z,1,2
BL1,2023,7,Stuttgart,Wolfsburg,2023-10-07T13:30:00Z,3,1
BL1,2023,7,Werder Bremen,Hoffenheim,2023-10-07T16:30:00Z,2,3
BL1,2023,7,Leverkusen,Koln,2023-10-08T13:30:00Z,3,0
BL1,2023,7,Bayern,Freiburg,2023-10-08T15:30:00Z,3,0
BL1,2023,7,Frankfurt,Heidenheim,2023-10-08T17:30:00Z,2,0
BL1,2023,8,Dortmund,Werder Bremen,2023-10-20T18:30:00Z,1,0
BL1,2023,8,Hoffenheim,Frankfurt,2023-10-21T13:30:00Z,1,3
BL1,2023,8,SV Darmstadt 98,Leipzig,2023-10-21T13:30:00Z,1,3
BL1,2023,8,Union Berlin,Stuttgart,2023-10-21T13:30:00Z,0,3
BL1,2023,8,Freiburg,Bochum,2023-10-21T13:30:00Z,2,1
BL1,2023,8,Wolfsburg,Leverkusen,2023-10-21T13:30:00Z,1,2
BL1,2023,8,Mainz,Bayern,2023-10-21T16:30:00Z,1,3
BL1,2023,8,Koln,Gladbach,2023-10-22T13:30:00Z,3,1
BL1,2023,8,Heidenheim,Augsburg,2023-10-22T15:30:00Z,2,5
BL1,2023,9,Bochum,Mainz,2023-10-27T18:30:00Z,2,2
BL1,2023,9,Bayern,SV Darmstadt 98,2023-10-28T13:30:00Z,8,0
BL1,2023,9,Gladbach,Heidenheim,2023-10-28T13:30:00Z,2,1
BL1,2023,9,Werder Bremen,Union Berlin,2023-10-28T13:30:00Z,2,0
BL1,2023,9,Augsburg,Wolfsburg,2023-10-28T13:30:00Z,3,2
BL1,2023,9,Stuttgart,Hoffenheim,2023-10-28T13:30:00Z,2,3
BL1,2023,9,Leipzig,Koln,2023-10-28T16:30:00Z,6,0
BL1,2023,9,Frankfurt,Dortmund,2023-10-29T14:30:00Z,3,3
BL1,2023,9,Leverkusen,Freiburg,2023-10-29T16:30:00Z,2,1
BL1,2023,10,SV Darmstadt 98,Bochum,2023-11-03T19:30:00Z,1,2
BL1,2023,10,Union Berlin,Frankfurt,2023-11-04T14:30:00Z,0,3
BL1,2023,10,Freiburg,Gladbach,2023-11-04T14:30:00Z,3,3
BL1,2023,10,Mainz,Leipzig,2023-11-04T14:30:00Z,2,0
BL1,2023,10,Koln,Augsburg,2023-11-04T14:30:00Z,1,1
BL1,2023,10,Hoffenheim,Leverkusen,2023-11-04T14:30:00Z,2,3
BL1,2023,10,Dortmund,Bayern,2023-11-04T17:30:00Z,0,4
BL1,2023,10,Wolfsburg,Werder Bremen,2023-11-05T14:30:00Z,2,2
BL1,2023,10,Heidenheim,Stuttgart,2023-11-05T16:30:00Z,2,0
BL1,2023,11,Gladbach,Wolfsburg,2023-11-10T19:30:00Z,4,0
BL1,2023,11,Bayern,Heidenheim,2023-11-11T14:30:00Z,4,2
BL1,2023,11,Augsburg,Hoffenheim,2023-11-11T14:30:00Z,1,1
BL1,2023,11,Stuttgart,Dortmund,2023-11-11T14:30:00Z,2,1
BL1,2023,11,SV Darmstadt 98,Mainz,2023-11-11T14:30:00Z,0,0
BL1,2023,11,Bochum,Koln,2023-11-11T17:30:00Z,1,1
BL1,2023,11,Leverkusen,Union Berlin,2023-11-12T14:30:00Z,4,0
BL1,2023,11,Werder Bremen,Frankfurt,2023-11-12T16:30:00Z,2,2
BL1,2023,11,Leipzig,Freiburg,2023-11-12T18:30:00Z,3,1
BL1,2023,12,Koln,Bayern,2023-11-24T19:30:00Z,0,1
BL1,2023,12,Dortmund,Gladbach,2023-11-25T14:30:00Z,4,2
BL1,2023,12,Union Berlin,Augsburg,2023-11-25T14:30:00Z,1,1
BL1,2023,12,Freiburg,SV Darmstadt 98,2023-11-25T14:30:00Z,1,1
BL1,2023,12,Wolfsburg,Leipzig,2023-11-25T14:30:00Z,2,1
BL1,2023,12,Werder Bremen,Leverkusen,2023-11-25T14:30:00Z,0,3
BL1,2023,12,Frankfurt,Stuttgart,2023-11-25T17:30:00Z,1,2
BL1,2023,12,Heidenheim,Bochum,2023-11-26T14:30:00Z,0,0
BL1,2023,12,Hoffenheim,Mainz,2023-11-26T16:30:00Z,1,1
BL1,2023,13,SV Darmstadt 98,Koln,2023-12-01T19:30:00Z,0,1
BL1,2023,13,Leipzig,Heidenheim,2023-12-02T14:30:00Z,2,1
BL1,2023,13,Gladbach,Hoffenheim,2023-12-02T14:30:00Z,2,1
BL1,2023,13,Bochum,Wolfsburg,2023-12-02T14:30:00Z,3,1
BL1,2023,13,Stuttgart,Werder Bremen,2023-12-02T17:30:00Z,2,0
BL1,2023,13,Mainz,Freiburg,2023-12-03T14:30:00Z,0,1
BL1,2023,13,Leverkusen,Dortmund,2023-12-03T16:30:00Z,1,1
BL1,2023,13,Augsburg,Frankfurt,2023-12-03T18:30:00Z,2,1
BL1,2023,14,Hoffenheim,Bochum,2023-12-08T19:30:00Z,3,1
BL1,2023,14,Union Berlin,Gladbach,2023-12-09T14:30:00Z,3,1
BL1,2023,14,Frankfurt,Bayern,2023-12-09T14:30:00Z,5,1
BL1,2023,14,Wolfsburg,Freiburg,2023-12-09T14:30:00Z,0,1
BL1,2023,14,Werder Bremen,Augsburg,2023-12-09T14:30:00Z,2,0
BL1,2023,14,Heidenheim,SV Darmstadt 98,2023-12-09T14:30:00Z,3,2
BL1,2023,14,Dortmund,Leipzig,2023-12-09T17:30:00Z,2,3
BL1,2023,14,Stuttgart,Leverkusen,2023-12-10T14:30:00Z,1,1
BL1,2023,14,Koln,Mainz,2023-12-10T16:30:00Z,0,0
BL1,2023,15,Gladbach,Werder Bremen,2023-12-15T19:30:00Z,2,2
BL1,2023,15,Mainz,Heidenheim,2023-12-16T14:30:00Z,0,1
BL1,2023,15,Bochum,Union Berlin,2023-12-16T14:30:00Z,3,0
BL1,2023,15,Augsburg,Dortmund,2023-12-16T14:30:00Z,1,1
BL1,2023,15,SV Darmstadt 98,Wolfsburg,2023-12-16T14:30:00Z,0,1
BL1,2023,15,Leipzig,Hoffenheim,2023-12-16T17:30:00Z,3,1
BL1,2023,15,Freiburg,Koln,2023-12-17T14:30:00Z,2,0
BL1,2023,15,Leverkusen,Frankfurt,2023-12-17T16:30:00Z,3,0
BL1,2023,15,Bayern,Stuttgart,2023-12-17T18:30:00Z,3,0
BL1,2023,16,Werder Bremen,Leipzig,2023-12-19T17:30:00Z,1,1
BL1,2023,16,Dortmund,Mainz,2023-12-19T19:30:00Z,1,1
BL1,2023,16,Hoffenheim,SV Darmstadt 98,2023-12-19T19:30:00Z,3,3
BL1,2023,16,Union Berlin,Koln,2023-12-20T17:30:00Z,2,0
BL1,2023,16,Leverkusen,Bochum,2023-12-20T19:30:00Z,4,0
BL1,2023,16,Frankfurt,Gladbach,2023-12-20T19:30:00Z,2,1
BL1,2023,16,Wolfsburg,Bayern,2023-12-20T19:30:00Z,1,2
BL1,2023,16,Stuttgart,Augsburg,2023-12-20T19:30:00Z,3,0
BL1,2023,16,Heidenheim,Freiburg,2023-12-20T19:30:00Z,3,2
BL1,2023,17,Bayern,Hoffenheim,2024-01-12T19:30:00Z,3,0
BL1,2023,17,Leipzig,Frankfurt,2024-01-13T14:30:00Z,0,1
BL1,2023,17,Freiburg,Union Berlin,2024-01-13T14:30:00Z,0,0
BL1,2023,17,Mainz,Wolfsburg,2024-01-13T14:30:00Z,1,1
BL1,2023,17,Koln,Heidenheim,2024-01-13T14:30:00Z,1,1
BL1,2023,17,Augsburg,Leverkusen,2024-01-13T14:30:00Z,0,1
BL1,2023,17,SV Darmstadt 98,Dortmund,2024-01-13T17:30:00Z,0,3
BL1,2023,17,Bochum,Werder Bremen,2024-01-14T14:30:00Z,1,1
BL1,2023,17,Gladbach,Stuttgart,2024-01-14T16:30:00Z,3,1
BL1,2023,18,Koln,Dortmund,2024-01-20T14:30:00Z,0,4
BL1,2023,18,SV Darmstadt 98,Frankfurt,2024-01-20T14:30:00Z,2,2
BL1,2023,18,Heidenheim,Wolfsburg,2024-01-20T14:30:00Z,1,1
BL1,2023,18,Freiburg,Hoffenheim,2024-01-20T14:30:00Z,3,2
BL1,2023,18,Bochum,Stuttgart,2024-01-20T14:30:00Z,1,0
BL1,2023,18,Leipzig,Leverkusen,2024-01-20T17:30:00Z,2,3
BL1,2023,18,Bayern,Werder Bremen,2024-01-21T14:30:00Z,0,1
BL1,2023,18,Gladbach,Augsburg,2024-01-21T16:30:00Z,1,2
BL1,2023,13,Bayern,Union Berlin,2024-01-24T19:30:00Z,1,0
BL1,2023,19,Frankfurt,Mainz,2024-01-26T19:30:00Z,1,0
BL1,2023,19,Augsburg,Bayern,2024-01-27T14:30:00Z,2,3
BL1,2023,19,Stuttgart,Leipzig,2024-01-27T14:30:00Z,5,2
BL1,2023,19,Werder Bremen,Freiburg,2024-01-27T14:30:00Z,3,1
BL1,2023,19,Wolfsburg,Koln,2024-01-27T14:30:00Z,1,1
BL1,2023,19,Hoffenheim,Heidenheim,2024-01-27T14:30:00Z,1,1
BL1,2023,19,Leverkusen,Gladbach,2024-01-27T17:30:00Z,0,0
BL1,2023,19,Union Berlin,SV Darmstadt 98,2024-01-28T14:30:00Z,1,0
BL1,2023,19,Dortmund,Bochum,2024-01-28T16:30:00Z,3,1
BL1,2023,20,Heidenheim,Dortmund,2024-02-02T19:30:00Z,0,0
BL1,2023,20,SV Darmstadt 98,Leverkusen,2024-02-03T14:30:00Z,0,2
BL1,2023,20,Bayern,Gladbach,2024-02-03T14:30:00Z,3,1
BL1,2023,20,Mainz,Werder Bremen,2024-02-03T14:30:00Z,0,1
BL1,2023,20,Bochum,Augsburg,2024-02-03T14:30:00Z,1,1
BL1,2023,20,Freiburg,Stuttgart,2024-02-03T14:30:00Z,1,3
BL1,2023,20,Koln,Frankfurt,2024-02-03T17:30:00Z,2,0
BL1,2023,20,Wolfsburg,Hoffenheim,2024-02-04T14:30:00Z,2,2
BL1,2023,20,Leipzig,Union Berlin,2024-02-04T16:30:00Z,2,0
BL1,2023,18,Mainz,Union Berlin,2024-02-07T17:30:00Z,1,1
BL1,2023,21,Dortmund,Freiburg,2024-02-09T19:30:00Z,3,0
BL1,2023,21,Augsburg,Leipzig,2024-02-10T14:30:00Z,2,2
BL1,2023,21,Union Berlin,Wolfsburg,2024-02-10T14:30:00Z,1,0
BL1,2023,21,Frankfurt,Bochum,2024-02-10T14:30:00Z,1,1
BL1,2023,21,Werder Bremen,Heidenheim,2024-02-10T14:30:00Z,1,2
BL1,2023,21,Gladbach,SV Darmstadt 98,2024-02-10T14:30:00Z,0,0
BL1,2023,21,Leverkusen,Bayern,2024-02-10T17:30:00Z,3,0
BL1,2023,21,Stuttgart,Mainz,2024-02-11T14:30:00Z,3,1
BL1,2023,21,Hoffenheim,Koln,2024-02-11T16:30:00Z,1,1
BL1,2023,22,Koln,Werder Bremen,2024-02-16T19:30:00Z,0,1
BL1,2023,22,Wolfsburg,Dortmund,2024-02-17T14:30:00Z,1,1
BL1,2023,22,Hoffenheim,Union Berlin,2024-02-17T14:30:00Z,0,1
BL1,2023,22,Heidenheim,Leverkusen,2024-02-17T14:30:00Z,1,2
BL1,2023,22,Mainz,Augsburg,2024-02-17T14:30:00Z,1,0
BL1,2023,22,SV Darmstadt 98,Stuttgart,2024-02-17T14:30:00Z,1,2
BL1,2023,22,Leipzig,Gladbach,2024-02-17T17:30:00Z,2,0
BL1,2023,22,Freiburg,Frankfurt,2024-02-18T14:30:00Z,3,3
BL1,2023,22,Bochum,Bayern,2024-02-18T16:30:00Z,3,2
BL1,2023,23,Leverkusen,Mainz,2024-02-23T19:30:00Z,2,1
BL1,2023,23,Stuttgart,Koln,2024-02-24T14:30:00Z,1,1
BL1,2023,23,Union Berlin,Heidenheim,2024-02-24T14:30:00Z,2,2
BL1,2023,23,Werder Bremen,SV Darmstadt 98,2024-02-24T14:30:00Z,1,1
BL1,2023,23,Gladbach,Bochum,2024-02-24T14:40:00Z,5,2
BL1,2023,23,Bayern,Leipzig,2024-02-24T17:30:00Z,2,1
BL1,2023,23,Frankfurt,Wolfsburg,2024-02-25T14:30:00Z,2,2
BL1,2023,23,Dortmund,Hoffenheim,2024-02-25T16:30:00Z,2,3
BL1,2023,23,Augsburg,Freiburg,2024-02-25T18:30:00Z,2,1
BL1,2023,24,Freiburg,Bayern,2024-03-01T19:30:00Z,2,2
BL1,2023,24,Union Berlin,Dortmund,2024-03-02T14:30:00Z,0,2
BL1,2023,24,Bochum,Leipzig,2024-03-02T14:30:00Z,1,4
BL1,2023,24,Heidenheim,Frankfurt,2024-03-02T14:30:00Z,1,2
BL1,2023,24,Mainz,Gladbach,2024-03-02T14:30:00Z,1,1
BL1,2023,24,SV Darmstadt 98,Augsburg,2024-03-02T14:30:00Z,0,6
BL1,2023,24,Wolfsburg,Stuttgart,2024-03-02T17:30:00Z,2,3
BL1,2023,24,Koln,Leverkusen,2024-03-03T14:30:00Z,0,2
BL1,2023,24,Hoffenheim,Werder Bremen,2024-03-03T16:30:00Z,2,1
BL1,2023,25,Stuttgart,Union Berlin,2024-03-08T19:30:00Z,2,0
BL1,2023,25,Bayern,Mainz,2024-03-09T14:30:00Z,8,1
BL1,2023,25,Gladbach,Koln,2024-03-09T14:30:00Z,3,3
BL1,2023,25,Augsburg,Heidenheim,2024-03-09T14:30:00Z,1,0
BL1,2023,25,Leipzig,SV Darmstadt 98,2024-03-09T14:30:00Z,2,0
BL1,2023,25,Werder Bremen,Dortmund,2024-03-09T17:30:00Z,1,2
BL1,2023,25,Bochum,Freiburg,2024-03-10T14:30:00Z,1,2
BL1,2023,25,Frankfurt,Hoffenheim,2024-03-10T16:30:00Z,3,1
BL1,2023,25,Leverkusen,Wolfsburg,2024-03-10T18:30:00Z,2,0
BL1,2023,26,Koln,Leipzig,2024-03-15T19:30:00Z,1,5
BL1,2023,26,SV Darmstadt 98,Bayern,2024-03-16T14:30:00Z,2,5
BL1,2023,26,Heidenheim,Gladbach,2024-03-16T14:30:00Z,1,1
BL1,2023,26,Union Berlin,Werder Bremen,2024-03-16T14:30:00Z,2,1
BL1,2023,26,Mainz,Bochum,2024-03-16T14:30:00Z,2,0
BL1,2023,26,Wolfsburg,Augsburg,2024-03-16T14:30:00Z,1,3
BL1,2023,26,Hoffenheim,Stuttgart,2024-03-16T17:30:00Z,0,3
BL1,2023,26,Freiburg,Leverkusen,2024-03-17T14:30:00Z,2,3
BL1,2023,26,Dortmund,Frankfurt,2024-03-17T16:30:00Z,3,1
BL1,2023,27,Frankfurt,Union Berlin,2024-03-30T14:30:00Z,0,0
BL1,2023,27,Gladbach,Freiburg,2024-03-30T14:30:00Z,0,3
BL1,2023,27,Werder Bremen,Wolfsburg,2024-03-30T14:30:00Z,0,2
BL1,2023,27,Leipzig,Mainz,2024-03-30T14:30:00Z,0,0
BL1,2023,27,Leverkusen,Hoffenheim,2024-03-30T14:30:00Z,2,1
BL1,2023,27,Bayern,Dortmund,2024-03-30T17:30:00Z,0,2
BL1,2023,27,Augsburg,Koln,2024-03-31T13:30:00Z,1,1
BL1,2023,27,Stuttgart,Heidenheim,2024-03-31T15:30:00Z,3,3
BL1,2023,27,Bochum,SV Darmstadt 98,2024-03-31T17:30:00Z,2,2
BL1,2023,28,Frankfurt,Werder Bremen,2024-04-05T18:30:00Z,1,1
BL1,2023,28,Heidenheim,Bayern,2024-04-06T13:30:00Z,3,2
BL1,2023,28,Freiburg,Leipzig,2024-04-06T13:30:00Z,1,4
BL1,2023,28,Union Berlin,Leverkusen,2024-04-06T13:30:00Z,0,1
BL1,2023,28,Koln,Bochum,2024-04-06T13:30:00Z,2,1
BL1,2023,28,Mainz,SV Darmstadt 98,2024-04-06T13:30:00Z,4,0
BL1,2023,28,Dortmund,Stuttgart,2024-04-06T16:30:00Z,0,1
BL1,2023,28,Hoffenheim,Augsburg,2024-04-07T13:30:00Z,3,1
BL1,2023,28,Wolfsburg,Gladbach,2024-04-07T15:30:00Z,1,3
BL1,2023,29,Augsburg,Union Berlin,2024-04-12T18:30:00Z,2,0
BL1,2023,29,Gladbach,Dortmund,2024-04-13T13:30:00Z,1,2
BL1,2023,29,Leipzig,Wolfsburg,2024-04-13T13:30:00Z,3,0
BL1,2023,29,Bayern,Koln,2024-04-13T13:30:00Z,2,0
BL1,2023,29,Mainz,Hoffenheim,2024-04-13T13:30:00Z,4,1
BL1,2023,29,Bochum,Heidenheim,2024-04-13T13:30:00Z,1,1
BL1,2023,29,Stuttgart,Frankfurt,2024-04-13T16:30:00Z,3,0
BL1,2023,29,SV Darmstadt 98,Freiburg,2024-04-14T13:30:00Z,0,1
BL1,2023,29,Leverkusen,Werder Bremen,2024-04-14T15:30:00Z,5,0
BL1,2023,30,Frankfurt,Augsburg,2024-04-19T18:30:00Z,3,1
BL1,2023,30,Heidenheim,Leipzig,2024-04-20T13:30:00Z,1,2
BL1,2023,30,Hoffenheim,Gladbach,2024-04-20T13:30:00Z,4,3
BL1,2023,30,Wolfsburg,Bochum,2024-04-20T13:30:00Z,1,0
BL1,2023,30,Koln,SV Darmstadt 98,2024-04-20T13:30:00Z,0,2
BL1,2023,30,Union Berlin,Bayern,2024-04-20T16:30:00Z,1,5
BL1,2023,30,Werder Bremen,Stuttgart,2024-04-21T13:30:00Z,2,1
BL1,2023,30,Dortmund,Leverkusen,2024-04-21T15:30:00Z,1,1
BL1,2023,30,Freiburg,Mainz,2024-04-21T17:30:00Z,1,1
BL1,2023,31,Bochum,Hoffenheim,2024-04-26T18:30:00Z,3,2
BL1,2023,31,Leipzig,Dortmund,2024-04-27T13:30:00Z,4,1
BL1,2023,31,Bayern,Frankfurt,2024-04-27T13:30:00Z,2,1
BL1,2023,31,Freiburg,Wolfsburg,2024-04-27T13:30:00Z,1,2
BL1,2023,31,Augsburg,Werder Bremen,2024-04-27T13:30:00Z,0,3
BL1,2023,31,Leverkusen,Stuttgart,2024-04-27T16:30:00Z,2,2
BL1,2023,31,Gladbach,Union Berlin,2024-04-28T13:30:00Z,0,0
BL1,2023,31,Mainz,Koln,2024-04-28T15:30:00Z,1,1
BL1,2023,31,SV Darmstadt 98,Heidenheim,2024-04-28T17:30:00Z,0,1
BL1,2023,32,Hoffenheim,Leipzig,2024-05-03T18:30:00Z,1,1
BL1,2023,32,Stuttgart,Bayern,2024-05-04T13:30:00Z,3,1
BL1,2023,32,Werder Bremen,Gladbach,2024-05-04T13:30:00Z,2,2
BL1,2023,32,Dortmund,Augsburg,2024-05-04T13:30:00Z,5,1
BL1,2023,32,Wolfsburg,SV Darmstadt 98,2024-05-04T13:30:00Z,3,0
BL1,2023,32,Koln,Freiburg,2024-05-04T16:30:00Z,0,0
BL1,2023,32,Union Berlin,Bochum,2024-05-05T13:30:00Z,3,4
BL1,2023,32,Frankfurt,Leverkusen,2024-05-05T15:30:00Z,1,5
BL1,2023,32,Heidenheim,Mainz,2024-05-05T17:30:00Z,1,1
BL1,2023,33,Augsburg,Stuttgart,2024-05-10T18:30:00Z,0,1
BL1,2023,33,Koln,Union Berlin,2024-05-11T13:30:00Z,3,2
BL1,2023,33,Gladbach,Frankfurt,2024-05-11T13:30:00Z,1,1
BL1,2023,33,Leipzig,Werder Bremen,2024-05-11T13:30:00Z,1,1
BL1,2023,33,Freiburg,Heidenheim,2024-05-11T13:30:00Z,1,1
BL1,2023,33,Mainz,Dortmund,2024-05-11T16:30:00Z,3,0
BL1,2023,33,SV Darmstadt 98,Hoffenheim,2024-05-12T13:30:00Z,0,6
BL1,2023,33,Bayern,Wolfsburg,2024-05-12T15:30:00Z,2,0
BL1,2023,33,Bochum,Leverkusen,2024-05-12T17:30:00Z,0,5
BL1,2023,34,Hoffenheim,Bayern,2024-05-18T13:30:00Z,4,2
BL1,2023,34,Frankfurt,Leipzig,2024-05-18T13:30:00Z,2,2
BL1,2023,34,Union Berlin,Freiburg,2024-05-18T13:30:00Z,2,1
BL1,2023,34,Wolfsburg,Mainz,2024-05-18T13:30:00Z,1,3
BL1,2023,34,Stuttgart,Gladbach,2024-05-18T13:30:00Z,4,0
BL1,2023,34,Heidenheim,Koln,2024-05-18T13:30:00Z,4,1
BL1,2023,34,Werder Bremen,Bochum,2024-05-18T13:30:00Z,4,1
BL1,2023,34,Leverkusen,Augsburg,2024-05-18T13:30:00Z,2,1
BL1,2023,34,Dortmund,SV Darmstadt 98,2024-05-18T13:30:00Z,4,0
FL1,2024,1,Le Havre,PSG,2024-08-16T18:45:00Z,1,4
FL1,2024,1,Brest,Marseille,2024-08-17T15:00:00Z,1,5
FL1,2024,1,Reims,Lille,2024-08-17T17:00:00Z,0,2
FL1,2024,1,Monaco,Saint-Etienne,2024-08-17T19:00:00Z,1,0
FL1,2024,1,Auxerre,Nice,2024-08-18T13:00:00Z,2,1
FL1,2024,1,Montpellier,Strasbourg,2024-08-18T15:00:00Z,1,1
FL1,2024,1,Toulouse,Nantes,2024-08-18T15:00:00Z,0,0
FL1,2024,1,Angers,Lens,2024-08-18T15:00:00Z,0,1
FL1,2024,1,Rennes,Lyon,2024-08-18T18:45:00Z,3,0
FL1,2024,2,PSG,Montpellier,2024-08-23T18:45:00Z,6,0
FL1,2024,2,Lyon,Monaco,2024-08-24T15:00:00Z,0,2
FL1,2024,2,Lille,Angers,2024-08-24T17:00:00Z,2,0
FL1,2024,2,Saint-Etienne,Le Havre,2024-08-24T19:00:00Z,0,2
FL1,2024,2,Lens,Brest,2024-08-25T13:00:00Z,2,0
FL1,2024,2,Strasbourg,Rennes,2024-08-25T15:00:00Z,3,1
FL1,2024,2,Nantes,Auxerre,2024-08-25T15:00:00Z,2,0
FL1,2024,2,Nice,Toulouse,2024-08-25T15:00:00Z,1,1
FL1,2024,2,Marseille,Reims,2024-08-25T18:45:00Z,2,2
FL1,2024,3,Lyon,Strasbourg,2024-08-30T18:45:00Z,4,3
FL1,2024,3,Brest,Saint-Etienne,2024-08-31T15:00:00Z,4,0
FL1,2024,3,Montpellier,Nantes,2024-08-31T17:00:00Z,1,3
FL1,2024,3,Toulouse,Marseille,2024-08-31T19:00:00Z,1,3
FL1,2024,3,Monaco,Lens,2024-09-01T13:00:00Z,1,1
FL1,2024,3,Angers,Nice,2024-09-01T15:00:00Z,1,4
FL1,2024,3,Le Havre,Auxerre,2024-09-01T15:00:00Z,3,1
FL1,2024,3,Reims,Rennes,2024-09-01T15:00:00Z,2,1
FL1,2024,3,Lille,PSG,2024-09-01T18:45:00Z,1,3
FL1,2024,4,Saint-Etienne,Lille,2024-09-13T18:45:00Z,1,0
FL1,2024,4,Marseille,Nice,2024-09-14T15:00:00Z,2,0
FL1,2024,4,Auxerre,Monaco,2024-09-14T17:00:00Z,0,3
FL1,2024,4,PSG,Brest,2024-09-14T19:00:00Z,3,1
FL1,2024,4,Rennes,Montpellier,2024-09-15T13:00:00Z,3,0
FL1,2024,4,Nantes,Reims,2024-09-15T15:00:00Z,1,2
FL1,2024,4,Toulouse,Le Havre,2024-09-15T15:00:00Z,2,0
FL1,2024,4,Strasbourg,Angers,2024-09-15T15:00:00Z,1,1
FL1,2024,4,Lens,Lyon,2024-09-15T18:45:00Z,0,0
FL1,2024,5,Nice,Saint-Etienne,2024-09-20T18:45:00Z,8,0
FL1,2024,5,Lille,Strasbourg,2024-09-21T15:00:00Z,3,3
FL1,2024,5,Rennes,Lens,2024-09-21T17:00:00Z,1,1
FL1,2024,5,Reims,PSG,2024-09-21T19:00:00Z,1,1
FL1,2024,5,Monaco,Le Havre,2024-09-22T13:00:00Z,3,1
FL1,2024,5,Brest,Toulouse,2024-09-22T15:00:00Z,2,0
FL1,2024,5,Angers,Nantes,2024-09-22T15:00:00Z,1,1
FL1,2024,5,Montpellier,Auxerre,2024-09-22T15:00:00Z,3,2
FL1,2024,5,Lyon,Marseille,2024-09-22T18:45:00Z,2,3
FL1,2024,6,Auxerre,Brest,2024-09-27T17:00:00Z,3,0
FL1,2024,6,PSG,Rennes,2024-09-27T19:00:00Z,3,1
FL1,2024,6,Lens,Nice,2024-09-28T15:00:00Z,0,0
FL1,2024,6,Le Havre,Lille,2024-09-28T17:00:00Z,0,3
FL1,2024,6,Monaco,Montpellier,2024-09-28T19:00:00Z,2,1
FL1,2024,6,Toulouse,Lyon,2024-09-29T13:00:00Z,1,2
FL1,2024,6,Nantes,Saint-Etienne,2024-09-29T15:00:00Z,2,2
FL1,2024,6,Angers,Reims,2024-09-29T15:00:00Z,1,3
FL1,2024,6,Strasbourg,Marseille,2024-09-29T18:45:00Z,1,0
FL1,2024,7,Marseille,Angers,2024-10-04T18:45:00Z,1,1
FL1,2024,7,Saint-Etienne,Auxerre,2024-10-05T15:00:00Z,3,1
FL1,2024,7,Lille,Toulouse,2024-10-05T17:00:00Z,2,1
FL1,2024,7,Rennes,Monaco,2024-10-05T19:00:00Z,1,2
FL1,2024,7,Lyon,Nantes,2024-10-06T13:00:00Z,2,0
FL1,2024,7,Brest,Le Havre,2024-10-06T15:00:00Z,2,0
FL1,2024,7,Strasbourg,Lens,2024-10-06T15:00:00Z,2,2
FL1,2024,7,Reims,Montpellier,2024-10-06T15:00:00Z,4,2
FL1,2024,7,Nice,PSG,2024-10-06T18:45:00Z,1,1
FL1,2024,8,Monaco,Lille,2024-10-18T18:45:00Z,0,0
FL1,2024,8,Brest,Rennes,2024-10-19T15:00:00Z,1,1
FL1,2024,8,Saint-Etienne,Lens,2024-10-19T17:00:00Z,0,2
FL1,2024,8,PSG,Strasbourg,2024-10-19T19:00:00Z,4,2
FL1,2024,8,Le Havre,Lyon,2024-10-20T13:00:00Z,0,4
FL1,2024,8,Auxerre,Reims,2024-10-20T15:00:00Z,2,1
FL1,2024,8,Toulouse,Angers,2024-10-20T15:00:00Z,1,1
